SalePrice,1st Flr SF,Total Bsmt SF,Garage Area,Year Built
157500,1024,1008.0,313.0,1956
169000,1797,1617.0,963.0,1957
192100,1851,1851.0,506.0,1969
183500,813,813.0,400.0,1997
222000,993,964.0,642.0,1997
170000,781,781.0,423.0,1995
187500,691,691.0,409.0,1995
202000,821,821.0,443.0,1996
185000,802,802.0,413.0,1997
250000,1074,1074.0,527.0,2005
239900,901,893.0,800.0,2005
270000,2079,2062.0,618.0,1994
183500,1169,1160.0,402.0,1993
165600,697,697.0,420.0,1993
176500,955,935.0,462.0,1998
275000,1742,1742.0,564.0,1985
169000,1547,0.0,672.0,1948
470000,2000,1910.0,722.0,2005
202500,1621,1208.0,440.0,1984
229000,1377,1204.0,786.0,1988
235000,1468,795.0,539.0,1977
190000,790,796.0,566.0,1976
169000,1102,988.0,582.0,1980
241500,1872,1845.0,604.0,1988
188900,945,945.0,482.0,1978
207500,1686,1686.0,612.0,1980
250000,1392,1392.0,564.0,1978
179900,811,713.0,434.0,1975
172000,1083,1047.0,596.0,1976
184500,1109,675.0,485.0,1975
153500,1074,1056.0,495.0,1975
162900,832,832.0,528.0,1976
181000,1309,1040.0,484.0,1974
155000,1103,1103.0,462.0,1974
88000,858,858.0,0.0,1971
97500,874,864.0,576.0,1971
145000,1387,943.0,300.0,1967
123000,900,864.0,288.0,1967
315000,1980,1980.0,770.0,2004
252000,1618,1618.0,880.0,2004
415000,1868,1868.0,1085.0,2005
326000,1850,1833.0,772.0,2004
309000,1132,1117.0,691.0,2004
275500,1038,1030.0,878.0,2005
360000,1944,1896.0,708.0,2003
378000,1780,1780.0,816.0,2004
374000,1792,1792.0,874.0,2003
275000,1058,1058.0,736.0,2005
279000,1426,1420.0,746.0,2004
192140,734,732.0,372.0,2005
183200,807,783.0,393.0,2002
178000,707,707.0,403.0,2004
201490,848,848.0,433.0,2004
230500,1454,1406.0,504.0,2000
180000,807,783.0,393.0,2003
172400,953,953.0,460.0,2000
215000,1008,982.0,431.0,2000
199900,956,930.0,431.0,1998
173000,959,959.0,472.0,2000
230000,1005,975.0,429.0,1999
348000,1407,1396.0,870.0,1997
286000,1079,1044.0,885.0,1998
300000,1205,1160.0,768.0,2000
625000,1831,1930.0,807.0,1995
405000,1540,1540.0,774.0,2000
280000,1086,1086.0,592.0,1998
350000,1358,1342.0,725.0,1995
584500,1933,1733.0,959.0,1993
321000,1305,1290.0,803.0,1994
290000,1203,1165.0,844.0,1994
315000,1565,1286.0,704.0,1993
232000,1616,1616.0,834.0,2005
200825,858,858.0,615.0,2005
176000,1266,1257.0,453.0,2005
139500,1142,1142.0,0.0,2005
184000,891,891.0,462.0,2005
184900,831,784.0,449.0,2005
187000,941,941.0,688.0,1997
175900,810,761.0,484.0,1992
150000,636,636.0,472.0,1994
107000,1056,1056.0,384.0,1966
129500,988,988.0,624.0,1962
144000,1211,864.0,576.0,1962
151000,1212,506.0,492.0,1977
126000,984,984.0,310.0,1965
116000,909,882.0,294.0,1968
133500,925,925.0,484.0,1963
120875,1024,1024.0,308.0,1965
137000,935,935.0,288.0,1965
124000,912,912.0,0.0,1964
135000,1236,912.0,288.0,1961
129200,941,912.0,288.0,1967
260000,2151,1748.0,550.0,1974
260000,1301,1288.0,462.0,1991
334000,1520,1334.0,888.0,1992
268000,1166,1095.0,590.0,1992
262000,1624,1624.0,757.0,1994
200000,854,569.0,434.0,1997
221000,1568,1568.0,564.0,2001
165000,1208,1208.0,546.0,1977
385000,1842,1842.0,894.0,1981
170000,1222,570.0,487.0,1968
262500,2156,1568.0,508.0,1968
179900,708,708.0,776.0,1968
250000,1512,1054.0,619.0,1968
165150,1012,732.0,484.0,1972
164500,1334,1334.0,477.0,1967
140000,1164,1164.0,528.0,1969
135500,980,980.0,384.0,1967
142000,1051,1051.0,504.0,1968
155000,884,900.0,530.0,1968
138500,1052,1052.0,288.0,1968
140000,898,833.0,326.0,1968
124400,1051,1051.0,264.0,1966
158000,1141,1141.0,568.0,1967
146000,1200,864.0,884.0,1965
190000,1097,825.0,495.0,1971
136500,1050,1050.0,368.0,1961
129900,864,864.0,624.0,1958
160000,1251,1251.0,461.0,1964
167000,1488,1008.0,430.0,1964
157500,720,720.0,480.0,1964
151500,1248,1248.0,286.0,1960
129800,816,816.0,240.0,1934
137000,1008,1008.0,275.0,1954
137000,1043,938.0,273.0,1947
85500,869,440.0,0.0,1923
79900,747,600.0,528.0,1926
127000,936,504.0,576.0,1908
161000,1433,1251.0,441.0,1961
135000,1216,1056.0,280.0,1951
137900,2136,2136.0,528.0,1951
133000,958,806.0,240.0,1941
137000,1024,704.0,234.0,1949
121000,936,936.0,240.0,1954
172000,1246,1246.0,441.0,1964
226000,1216,924.0,487.0,1966
135000,1008,1008.0,430.0,1963
143000,1144,1144.0,796.0,1959
132000,1364,1179.0,331.0,1957
145250,1383,1383.0,292.0,1960
162000,1336,1121.0,488.0,1958
148000,1370,1058.0,300.0,1956
141000,1092,1092.0,299.0,1957
153000,1124,1124.0,353.0,1956
134450,1236,1070.0,447.0,1957
140000,1375,1367.0,451.0,1954
139500,1008,1008.0,280.0,1952
155000,1575,216.0,400.0,1951
127000,1145,301.0,684.0,1956
133500,1005,1005.0,319.0,1956
125000,1056,1056.0,300.0,1955
142000,884,884.0,270.0,1951
159000,1384,1015.0,896.0,1956
127000,900,784.0,649.0,1947
112000,865,617.0,398.0,1924
99800,713,713.0,371.0,1930
117000,833,833.0,326.0,1954
68000,715,715.0,660.0,1929
86900,448,448.0,280.0,1900
120000,1130,1120.0,720.0,1920
155500,774,663.0,528.0,1915
170000,1096,796.0,566.0,1936
159950,1086,1024.0,484.0,1966
165000,1146,1083.0,294.0,1963
159000,1085,912.0,440.0,1962
147000,1207,1135.0,264.0,1962
159500,1194,655.0,539.0,1959
129900,816,816.0,308.0,1957
183000,1773,1313.0,418.0,1961
157500,1472,0.0,484.0,1959
277500,1900,1438.0,441.0,1962
207500,1600,1484.0,319.0,1957
147500,910,910.0,597.0,1950
109500,1040,0.0,625.0,1950
109900,1040,0.0,420.0,1950
133700,1040,1040.0,286.0,1959
141000,1150,1150.0,300.0,1959
146000,1150,1150.0,288.0,1961
155000,660,660.0,453.0,1966
134500,999,925.0,300.0,1962
120000,1045,1045.0,528.0,1962
105000,864,864.0,336.0,1962
169000,1007,716.0,624.0,1900
135000,1226,1212.0,240.0,1948
111500,1147,1147.0,162.0,1920
156500,940,780.0,400.0,1900
178000,832,728.0,546.0,1925
139900,848,712.0,576.0,1900
105000,502,502.0,200.0,1930
110000,813,813.0,270.0,1930
111500,844,844.0,216.0,1925
105000,864,576.0,528.0,1950
116000,734,648.0,440.0,1920
96900,714,738.0,216.0,1905
139000,816,816.0,450.0,1924
61500,492,492.0,200.0,1921
120000,885,770.0,378.0,1945
126175,1163,1162.0,220.0,1955
64000,840,798.0,250.0,1920
87000,1095,1095.0,779.0,1900
163000,880,880.0,320.0,1914
155000,1226,1226.0,432.0,1910
79000,889,540.0,352.0,1900
144000,815,815.0,225.0,1916
114504,684,684.0,216.0,1910
157000,998,596.0,576.0,1920
475000,1518,1107.0,840.0,1892
125000,960,960.0,624.0,1958
64500,1020,1020.0,0.0,1918
140200,972,972.0,312.0,1939
202500,1017,848.0,240.0,1924
159000,1004,1004.0,420.0,1947
114500,816,816.0,528.0,1934
115000,896,896.0,240.0,1936
80500,672,0.0,0.0,1947
110000,741,741.0,180.0,1930
110500,1103,1103.0,440.0,1925
89000,616,616.0,205.0,1921
113000,1048,993.0,280.0,1922
109000,816,816.0,210.0,1925
220000,1611,1595.0,576.0,1962
117000,1001,485.0,255.0,1910
52500,693,693.0,0.0,1941
116500,665,396.0,390.0,1910
119500,780,780.0,198.0,1937
125500,803,803.0,297.0,1938
91000,1077,1007.0,210.0,1922
137500,1081,806.0,288.0,1951
131000,1640,0.0,394.0,1950
125000,1032,0.0,260.0,1935
80000,879,830.0,180.0,1936
157000,1073,1073.0,246.0,2004
148000,1382,1051.0,459.0,1963
154500,1068,1059.0,264.0,1963
153600,1064,1064.0,528.0,1967
132000,934,912.0,336.0,1964
158000,1159,1051.0,336.0,1968
149500,672,672.0,440.0,1978
165000,1458,1176.0,512.0,1967
180000,1721,1461.0,440.0,1968
160500,1040,960.0,616.0,1978
172500,1252,1052.0,451.0,1958
155000,1803,1134.0,484.0,1957
105000,872,872.0,322.0,1924
145000,960,648.0,364.0,1965
168000,1437,1188.0,576.0,1956
278000,1830,1865.0,521.0,1967
164000,1000,1000.0,575.0,1963
225000,1304,1304.0,667.0,1953
130000,810,782.0,576.0,1971
142500,894,864.0,440.0,1974
146000,1350,967.0,504.0,1954
225000,1112,896.0,230.0,1948
235000,1337,672.0,795.0,1928
415000,1836,1836.0,836.0,1935
182000,1560,1776.0,528.0,1962
135000,1488,0.0,569.0,1952
137000,1057,1057.0,288.0,1955
136900,1216,994.0,325.0,1954
149900,1068,1000.0,305.0,1953
123500,1148,980.0,308.0,1952
93000,1124,0.0,0.0,1954
91500,1002,810.0,280.0,1948
180000,1298,1298.0,403.0,1985
215000,1065,777.0,471.0,1993
260000,1734,1734.0,660.0,2005
225000,1614,1614.0,576.0,2005
181000,784,784.0,610.0,2005
190000,1582,1624.0,390.0,1964
180000,988,938.0,540.0,1969
280000,1533,1533.0,576.0,1975
148000,914,870.0,576.0,1996
145000,1100,1100.0,462.0,1996
187000,795,781.0,473.0,1995
193000,1425,1425.0,591.0,1998
156000,990,990.0,576.0,1995
235000,1525,1525.0,541.0,2000
217000,1494,1479.0,576.0,1997
214000,1588,1588.0,472.0,1999
196000,856,842.0,515.0,1999
217000,951,951.0,586.0,1999
200000,920,916.0,492.0,2002
192500,936,936.0,474.0,2002
205000,1541,1541.0,843.0,2001
132500,954,911.0,576.0,1976
157500,686,675.0,317.0,1977
174000,1282,995.0,672.0,1978
128500,971,971.0,300.0,1969
128500,864,864.0,288.0,1972
119900,864,864.0,297.0,1972
255000,1091,1065.0,586.0,2002
222000,878,826.0,591.0,2002
214000,840,840.0,530.0,1999
220000,1358,1348.0,418.0,2002
275000,1787,1753.0,748.0,2001
197000,872,872.0,529.0,2002
230000,1654,1654.0,900.0,2002
268500,1090,1090.0,646.0,1999
210900,1065,1065.0,467.0,1996
227000,1070,1054.0,555.0,1998
237000,950,930.0,610.0,1995
274300,1108,1108.0,583.0,1998
216837,1836,1860.0,484.0,2004
207000,1390,1390.0,545.0,2003
195000,847,847.0,434.0,2004
200000,1700,1682.0,544.0,2003
195800,784,784.0,572.0,2005
196500,860,860.0,565.0,2004
98000,760,676.0,528.0,1910
149900,1466,1466.0,528.0,1959
102000,1220,836.0,396.0,1951
196500,806,796.0,616.0,2003
117250,914,914.0,0.0,2002
229000,1164,1150.0,502.0,2003
97900,624,624.0,265.0,1948
104900,949,784.0,392.0,1924
115000,864,864.0,572.0,1955
116000,686,686.0,280.0,1918
118500,954,795.0,440.0,1912
35000,498,498.0,216.0,1922
121000,1055,616.0,275.0,1910
140000,1192,940.0,240.0,1940
137000,1058,1058.0,240.0,1938
160000,743,624.0,312.0,1926
138887,892,747.0,180.0,1914
149000,755,755.0,216.0,1920
102000,1008,1008.0,0.0,1926
200100,901,793.0,216.0,1920
131000,992,992.0,240.0,1939
112000,824,824.0,240.0,1941
195000,940,817.0,318.0,1920
230000,792,792.0,400.0,1929
194000,1125,901.0,410.0,1940
137500,1180,700.0,252.0,1922
250000,1020,1017.0,180.0,1936
218000,1122,1022.0,451.0,1929
239000,1170,952.0,360.0,1932
199500,959,637.0,579.0,1932
210000,1104,697.0,365.0,1930
217500,1647,1430.0,621.0,1977
257000,1278,1168.0,342.0,1950
223000,1844,1844.0,540.0,1969
145400,861,861.0,506.0,1926
72000,672,432.0,0.0,1925
85000,641,641.0,272.0,1925
139000,967,967.0,384.0,1957
108000,897,637.0,570.0,1920
78000,576,216.0,0.0,1916
242500,1625,1625.0,576.0,1979
209000,1491,1491.0,490.0,2001
148000,1210,1128.0,528.0,1975
335000,1238,1210.0,628.0,1989
228000,1707,1686.0,511.0,1981
176000,1137,1112.0,551.0,1987
180000,1339,1309.0,484.0,1990
250000,1298,1216.0,693.0,1990
202000,1403,1381.0,470.0,2000
312500,1800,1800.0,765.0,2002
81500,1600,0.0,270.0,1951
126500,874,864.0,288.0,1968
140000,1360,1104.0,336.0,1969
160000,1126,1126.0,484.0,1977
142500,1003,1003.0,588.0,1984
131000,902,864.0,484.0,1983
132000,970,912.0,0.0,1992
170000,1389,1389.0,418.0,1974
188000,996,996.0,650.0,1993
